ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,L2_Inactividad,Calidad_Percibida,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4,Sentimiento_Academico,Indice_Coherencia,Etiquetas_Tematicas,Analisis_Cuali,Cluster_Jerarquico,Cluster_KMeans,Cluster_DBSCAN,Cluster_GMM
STU_0191,UNMSM,20,Femenino,6to,3,3,3,3,3,2,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,4,4,3,3,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,1,False,3.0,3.2,3.3,3.1666666666666665,1,Suelo fijarme si la página tiene un autor reconocido o si es de algún sitio académico como Scielo. A veces me confundo un poco cuando hay demasiada información y termino usando lo primero que parece serio.,"Me cuesta distinguir entre un artículo de opinión y uno científico cuando ambos están en blogs. Además, a veces el tiempo me gana y no alcanzo a verificar todas las fuentes que pide el profe.","Sí, me genera mucha inseguridad. A veces siento que no sé investigar bien y eso me baja el promedio, lo que me hace pensar seriamente si vale la pena seguir este ciclo o mejor dejarlo.","Me siento seguro cuando uso la base de datos de la universidad, pero me da mucha desconfianza buscar en Google abierto porque temo que la información sea falsa y me afecte en la calificación.","Mi experiencia es regular; manejo lo básico de Canvas y Zoom, pero a veces me pierdo con tantas herramientas que piden. No me considero un experto, solo trato de cumplir con lo necesario.","Varias veces se me ha caído el internet en plenos exámenes y es frustrante. Lo solucioné usando mis datos móviles, pero ese estrés constante me quita las ganas de seguir en la modalidad virtual.","Mis habilidades son intermedias, pero cuando algo falla me bloqueo rápido. Siento que si no domino mejor la tecnología me voy a terminar retirando, porque me genera más trabas que facilidades.",Creo que faltan más capacitaciones prácticas y que el soporte técnico de la U sea más rápido. También ayudaría que las plataformas fueran más ligeras porque mi laptop a veces no las soporta bien.,Ha sido un poco pesada; en los foros casi siempre participamos por obligación y no se siente una charla real. En los trabajos grupales por WhatsApp siempre hay alguien que no se conecta y es un lío.,Me siento bastante solo la mayor parte del tiempo. Estar frente a la PC sin ver a mis compañeros me hace sentir que no pertenezco a la universidad y eso me desmotiva totalmente.,"Influye mucho porque al no tener contacto real con los profes, no siento presión ni motivación por avanzar. Esa falta de interacción es lo que más me empuja a querer dejar la carrera por ahora.","Participo lo mínimo para no jalar, pero no me siento conectado con los cursos. Mi compromiso ha bajado bastante este semestre y siento que estoy estudiando por inercia, no por vocación.",0.15,0.9,"Riesgo de deserción, Desconexión socio-emocional, Baja autoeficacia digital","La coherencia es alta debido a que los puntajes cuantitativos moderados (3.0-3.3) reflejan habilidades básicas funcionales, pero el indicador de 'Riesgo ALTO' se alinea perfectamente con un discurso cualitativo cargado de frustración, soledad y deseos explícitos de abandonar la carrera. El estudiante demuestra poseer competencias técnicas y críticas elementales, sin embargo, su vulnerabilidad emocional, la falta de sentido de pertenencia y el estrés ante fallos tecnológicos actúan como barreras críticas que invalidan su progreso académico, transformando su participación en un acto de inercia sin compromiso vocacional.",0,0,-1,2
STU_0192,UNFV,22,Femenino,8vo,3,3,3,3,3,2,3,3,2,2,4,3,3,3,4,3,3,3,4,4,3,4,4,4,3,3,4,4,4,3,No,Nunca,"Sí, en un curso",4,Nunca,2,False,2.7,3.4,3.6,3.2333333333333334,1,"Normalmente me guío por lo primero que sale en Google o Wikipedia. Si la página se ve ordenada y tiene el logo de alguna institución, confío, no suelo revisar mucho quién lo escribió.",Me cuesta un poco distinguir qué fuentes son realmente académicas y cuáles no. A veces me pierdo entre tanta información y termino usando lo más fácil de entender para no demorarme tanto.,"Sinceramente, me frustra mucho no saber si lo que investigo está bien. Esa inseguridad me ha quitado las ganas de seguir en algunos cursos pesados, porque siento que no doy la talla en investigación.","Me siento seguro buscando en blogs conocidos o YouTube, pero cuando el profe pide artículos científicos de bases de datos raras me bloqueo y me da mucha inseguridad jalar el trabajo.","Me llevo bien con el Canvas y el Zoom, no son difíciles de usar. Lo que me molesta es cuando cargan demasiadas cosas y la plataforma se pone lenta o es difícil encontrar los archivos.","Sí, mi conexión a veces falla en pleno examen o cuando tengo que subir tareas. Lo resuelvo pidiendo ayuda a mis amigos por WhatsApp para que avisen al profe, pero es un estrés total.","Manejo lo básico para sobrevivir, pero cuando hay problemas técnicos graves me desanimo un montón. Siento que la tecnología, en vez de ayudar, a veces me empuja a querer dejar el ciclo.",Sería bueno que nos enseñen a usar mejor la biblioteca virtual desde cero. También que la universidad dé soporte técnico más rápido cuando el servidor se cae en entregas finales.,La verdad me gusta más el trabajo en grupo que estar solo frente a la PC. Coordinamos todo por WhatsApp y eso hace que las clases virtuales no sean tan aburridas.,"Me siento acompañado por mis compañeros de grupo, pero por los profes no tanto. Siento que si no tuviera mis amigos del ciclo ya me habría sentido totalmente aislado y fuera de la carrera.","Definitivamente. Mis amigos son los que me dan ánimos para no dejar de estudiar. Si no fuera por la motivación de los grupos de trabajo, ya habría abandonado los cursos virtuales hace tiempo.","Trato de participar para no perderme, pero cuando las clases son puro monólogo me desconecto. El compromiso con mi carrera depende mucho de qué tan dinámico sea el grupo y el profe.",0.3,0.95,"Frustración investigativa, Apoyo social como factor de retención, Riesgo de deserción por competencia digital",Existe una alta coherencia entre los puntajes asignados y los testimonios: el nivel crítico bajo (2.7) se manifiesta en su dependencia de Wikipedia y el bloqueo ante fuentes académicas; el nivel técnico intermedio (3.4) refleja un dominio funcional pero vulnerable al estrés tecnológico; y el nivel participativo más alto (3.6) coincide con su declaración de que el apoyo de sus pares es el único motor que evita su deserción. El perfil revela a un estudiante con competencias digitales básicas que se siente académicamente rebasado y en riesgo real de abandono por falta de herramientas críticas.,0,0,-1,2
STU_0193,UNFV,22,Femenino,7mo,3,3,2,3,3,3,3,2,4,3,4,4,3,3,3,3,2,2,4,3,3,3,3,2,3,2,3,2,3,3,Sí,En un curso,"Sí, en más de una ocasión",2,Frecuentemente,1,False,2.9,3.1,2.7,2.9,1,"Suelo fijarme si el autor parece serio o si el link es de una página conocida, pero a veces me gana el tiempo y termino usando lo primero que encuentro en Google que se vea coherente.","Me marea que haya tanta información contradictoria. A veces paso horas buscando y no sé si la fuente es académica o solo un blog, lo que me frustra y me quita tiempo para mis otras tareas.","Sí, me ha pasado que por no saber evaluar bien las fuentes saco malas notas y eso me desmotiva un montón. A veces siento que la valla es muy alta y dudo si podré terminar el ciclo.","Me siento seguro cuando uso los enlaces que los profes suben directamente al Canvas, pero me entra mucha inseguridad cuando tengo que buscar en bases de datos complicadas donde no entiendo nada.","Es regular. Manejo lo básico del Zoom y el Canvas, pero a veces me pierdo entre tantas pestañas y notificaciones; no siento que aproveche todas las herramientas que nos dan.","Sí, mi internet a veces falla o la plataforma se cuelga justo antes de entregar. Normalmente reinicio el router o pido que me pasen el link por WhatsApp, pero me genera un estrés horrible.","Mis habilidades son básicas, así que me permiten seguir, pero no me siento cómodo. Cuando algo falla técnicamente, me dan ganas de cerrar todo y dejar de intentar porque me siento superado.","Creo que faltan talleres más prácticos sobre cómo usar las bibliotecas virtuales y más paciencia de los técnicos cuando la plataforma falla, porque a veces uno se queda al aire.",Ha sido un poco pesada. En los trabajos grupales casi nunca nos ponemos de acuerdo por mensaje y en los foros solo escribo lo mínimo necesario para que no me bajen puntos.,"Me siento bastante solo. A veces parece que le hablo a una pantalla negra y, como no conozco en persona a mis compañeros, no siento que haya una comunidad que me apoye.","Influye bastante. Al no tener mucha relación con mis compañeros ni feedback cercano de los profes, pierdo el interés rápido y me dan ganas de dejar los cursos virtuales por falta de motivación.","Como participo poco, me siento desconectado de mi carrera. Siento que estoy solo cumpliendo por una nota y no me siento parte de la universidad, lo que me hace pensar seriamente en retirarme.",0.15,0.95,"Riesgo de deserción, Aislamiento socio-académico, Ansiedad tecnológica","La coherencia es muy alta, ya que los puntajes cuantitativos moderado-bajos (2.7-3.1) reflejan con precisión las dificultades descritas en las respuestas abiertas, donde el estudiante admite poseer solo habilidades básicas y sentirse superado por las exigencias académicas. El nivel de riesgo 'ALTO' está plenamente justificado por un discurso cargado de frustración, soledad y menciones explícitas a la pérdida de motivación y el deseo de abandonar los estudios debido a la falta de competencia mediática y apoyo institucional.",0,0,-1,2
STU_0194,UNI,23,Masculino,5to,3,2,3,2,3,3,2,2,3,2,2,2,1,2,2,2,2,2,3,3,3,3,2,2,2,3,2,2,2,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,4,False,2.5,2.1,2.3,2.3,1,"Mayormente uso lo primero que sale en Google o Wikipedia porque es más rápido. No sé bien qué criterios usar, solo me fijo si el nombre de la página suena serio o si tiene bastante texto.",Me cuesta mucho saber qué información es real y cuál no porque hay demasiadas páginas. A veces uso datos que el profe me dice que están mal y eso me frustra bastante.,"Sí, me desmotiva no entender cómo investigar bien. Siento que mis trabajos son flojos comparados con otros y eso me hace pensar que tal vez no sirvo para estudiar de forma virtual.",Me siento inseguro cuando piden buscar en bases de datos de la u porque son complicadas. Solo me siento algo seguro en YouTube porque explican las cosas de forma más sencilla.,"La verdad me cuesta bastante. El Canvas y las otras herramientas son confusas, a veces no encuentro dónde subir las tareas y me estresa que todo dependa de programas que no entiendo.","Sí, el internet se me va seguido o la plataforma se cuelga cuando intento subir archivos pesados. No sé cómo arreglarlo más que esperando, y eso me ha hecho perder entregas.","Han dificultado mucho mi permanencia. Siento que paso más tiempo tratando de entender cómo funciona el programa que estudiando los temas del curso, y eso me tiene cansado.","Me hubiera gustado que nos den talleres básicos desde cero. A veces los profes asumen que ya sabemos usar todo, pero yo me pierdo con las herramientas nuevas que piden instalar.","No ha sido buena, casi no hablo en los foros y en los grupos solo hago mi parte y ya. Me genera ansiedad tener que coordinar todo por WhatsApp con gente que ni conozco.","Me siento bien aislado. Como casi nadie prende su cámara y no hay mucha conversación fuera de clase, siento que estoy estudiando solo frente a una pared sin apoyo de nadie.","Influye mucho, porque al no tener amigos en los cursos no tengo a quién preguntarle dudas o quién me anime a seguir. Esa soledad me quita las ganas de entrar a las clases.","Como participo lo mínimo, no me siento parte de la universidad. Al estar tan desconectado de mis compañeros, me da igual si dejo el curso o si falto a las sesiones virtuales.",0.1,1.0,"Brecha digital, Inseguridad académica, Aislamiento social","Existe una coherencia absoluta entre los datos cuantitativos y cualitativos, ya que los bajos puntajes en las dimensiones técnica, crítica y participativa (rango 2.1-2.5) se ven plenamente respaldados por un relato de frustración, falta de criterios de búsqueda y un profundo sentimiento de soledad y desconexión. La autopercepción de incompetencia digital del estudiante se alinea perfectamente con su declaración de alto riesgo de deserción y su incapacidad declarada para manejar las herramientas de la universidad.",2,2,4,1
STU_0195,UNMSM,19,Masculino,6to,2,2,2,3,1,2,1,2,1,2,3,4,3,4,4,2,4,3,5,4,4,4,3,4,4,4,5,3,4,3,No,En dos o más cursos,"Sí, en un curso",3,Algunas veces,2,False,1.8,3.6,3.8,3.066666666666667,1,"Casi siempre elijo lo primero que sale en Google o Wikipedia porque se ve completo. No me fijo mucho en quién lo escribe, solo que el texto parezca serio y sirva para completar la tarea rápido.",Me confundo cuando encuentro páginas que dicen cosas diferentes y no sé a cuál creerle. A veces termino usando cualquier fuente porque me estresa no saber distinguir cuál es la verdadera o la de mejor calidad.,"Sí, porque he jalado trabajos por usar información que el profe dice que no es confiable. Eso me desanima un montón y a veces me dan ganas de dejar el curso porque siento que no entiendo cómo investigar bien.","Me siento seguro buscando videos en YouTube porque lo explican simple, pero me da mucha inseguridad usar la biblioteca virtual de la u. Me parece un laberinto y nunca sé si lo que bajo de ahí es lo que piden.","Mi experiencia es buena, manejo bien el Canvas y las herramientas de Google Drive. No tengo problemas para navegar en las plataformas ni para subir mis archivos, le agarro el truco rápido a lo tecnológico.","Sí, a veces el internet se pone lento o la plataforma se cuelga, pero lo soluciono rápido usando mis datos o reiniciando el módem. Sé cómo moverme para que esos fallos no me dejen fuera de la clase.","Siento que mis habilidades técnicas me han ayudado a mantenerme. Si no supiera usar las herramientas digitales, ya me habría retirado hace tiempo, porque lo técnico es lo único que manejo con facilidad en la modalidad virtual.","Más que tutoriales de cómo usar el aula virtual, me serviría que nos enseñen a usar softwares específicos de la carrera o programas de edición más avanzados que me ayuden a que mis trabajos se vean mejor.",Me gusta participar en los grupos de WhatsApp y en las reuniones por Meet. Siempre trato de estar activo coordinando con mis compañeros porque trabajar solo en la virtualidad me aburre un poco.,"Me siento acompañado por mis patas de los grupos de trabajo, paramos hablando de todo. Pero a veces el sistema se siente frío y distante, como si fuera solo un número más en la lista, y eso desmotiva.","Definitivamente. Si no fuera por la presión de mis amigos para hacer los trabajos grupales, ya hubiera dejado la carrera. Esa interacción es lo que me da ganas de seguir conectado a pesar de las dificultades.","Estar metido en los grupos me ayuda a no desconectarme del todo. Aunque me cuesten las clases, mi compromiso con mi equipo me obliga a seguir intentándolo y a no abandonar los cursos a mitad de ciclo.",0.35,1.0,"Baja Alfabetización Informacional, Autoeficacia Tecnológica, Dependencia del Apoyo Social","El perfil presenta una coherencia total, ya que el estudiante reconoce explícitamente su incapacidad para evaluar fuentes y el estrés que le genera la investigación académica (alineado con su bajo puntaje crítico de 1.8), mientras valida su solvencia en el manejo de plataformas y herramientas digitales (3.6). Sus respuestas cualitativas confirman que su sentido de pertenencia y permanencia en la carrera depende casi exclusivamente de la interacción técnica y social con sus pares (3.8), lo que justifica el nivel de riesgo alto debido a la fragilidad de su autoestima académica frente a las exigencias de investigación.",0,0,-1,2
STU_0196,UNMSM,22,Femenino,6to,4,4,5,5,5,5,4,5,5,4,4,4,5,5,4,4,4,5,4,4,4,4,5,4,5,4,4,4,4,4,No,Nunca,No,5,Nunca,4,False,4.6,4.3,4.2,4.366666666666666,0,Suelo contrastar las fuentes verificando el autor y la fecha de publicación. Priorizo bases de datos académicas como Scielo o el repositorio de la universidad para asegurar que la información sea fidedigna.,A veces es difícil identificar sesgos en artículos que parecen científicos pero son financiados por entidades privadas. La sobreinformación en la web también complica filtrar lo que realmente aporta valor al trabajo.,"Totalmente. Saber investigar bien me ha dado mejores notas, lo que refuerza mi motivación para seguir. Si no supiera discernir la información, me sentiría perdido y frustrado con las exigencias académicas.","Me siento muy seguro usando herramientas como Google Scholar, pero dudo bastante cuando la información proviene de blogs personales o sitios web que no citan sus fuentes de manera clara.","Mi experiencia es bastante buena. Domino plataformas como Canvas y Blackboard, además de herramientas colaborativas. Me parece que el entorno digital optimiza mucho el tiempo de estudio si sabes usarlo.","He tenido caídas de internet en plena clase, pero lo solucioné usando mis datos móviles y reportando el incidente al toque con capturas de pantalla. Siempre trato de tener un plan de respaldo tecnológico.","Han facilitado mi permanencia. Al no tener barreras técnicas, me enfoco solo en el contenido de los cursos. No sufro con la plataforma, lo que reduce el estrés de la modalidad virtual.","Me gustaría recibir más formación en software avanzado de análisis de datos o herramientas específicas de mi carrera, ya que lo básico del LMS ya lo manejo sin problemas.",Ha sido dinámica y productiva. Suelo tomar el liderazgo en los grupos de WhatsApp y foros para organizar las entregas y asegurar que todos participen de manera equitativa.,"Me he sentido bien acompañado. Gracias a que mi grupo de estudios es muy activo, hemos creado una red de apoyo que hace que la distancia física no se sienta tanto.","Sí, la interacción es clave. Ver que mis compañeros están igual de comprometidos me motiva a no bajar la guardia. El feedback constante de los profes también ayuda a no sentirse solo en el proceso.","Ser participativo ha reforzado mi compromiso. Siento que tengo una responsabilidad con mi equipo y con mi formación, lo que me mantiene conectado y motivado con mi carrera universitaria.",0.95,1.0,"Alfabetización informacional académica, Autonomía tecnológica, Liderazgo colaborativo","El estudiante presenta una coherencia total entre sus puntuaciones elevadas y sus respuestas abiertas, las cuales detallan procesos específicos que validan su competencia. Su capacidad para gestionar incidencias técnicas de forma autónoma, el uso riguroso de bases de datos académicas para evitar sesgos y su rol activo liderando grupos de trabajo confirman el alto nivel de alfabetización mediática reflejado en los datos cuantitativos, consolidando un perfil de bajo riesgo y empoderamiento digital.",1,1,-1,0
STU_0197,UNI,23,Masculino,5to,3,3,3,2,3,3,2,3,3,3,2,2,3,2,2,1,2,1,3,2,2,3,3,2,2,3,2,2,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Algunas veces,2,False,2.8,2.0,2.5,2.433333333333333,1,"Suelo guiarme por si la página se ve profesional o si el autor parece conocido, aunque a veces por el apuro termino usando lo primero que sale en Google sin revisar mucho.",Lo más difícil es que hay demasiada información y no sé distinguir cuál es científica y cuál es solo opinión. Me confundo y termino perdiendo mucho tiempo buscando.,"Sí, me desmotiva sacar bajas notas porque mis fuentes no son buenas. A veces siento que no tengo las capacidades para investigar como piden y eso me hace pensar en dejar el curso.",Me siento más seguro cuando el docente nos da los links directos. Me da mucha inseguridad tener que buscar por mi cuenta porque siento que puedo estar usando información falsa.,"Ha sido una experiencia bastante frustrante. Me cuesta mucho navegar en el Blackboard y a veces no encuentro dónde subir mis trabajos, me genera mucha confusión.","A veces el internet falla o la plataforma se cuelga justo en los exámenes. Intento avisar al profe, pero no siempre me dan solución y eso me perjudica las notas.","Me ha dificultado mucho la permanencia. Como no manejo bien las herramientas, me demoro el doble haciendo las cosas y me estreso tanto que he pensado en salirme de la u.","Hubiera sido bueno que nos den una capacitación real desde cero sobre las plataformas, porque los profes asumen que uno ya sabe usar todo por ser joven y no es así.","Regular, la verdad. En los foros casi nadie comenta nada interesante y en los trabajos grupales es un lío coordinar por Zoom; a veces prefiero hacerlo solo.","Me he sentido bien solo. Estar frente a la computadora todo el día hace que no sienta que tengo compañeros reales, es como si estuviera estudiando por mi cuenta sin apoyo.","Sí influye. Como casi no hablo con mis compañeros ni con los profes fuera de lo necesario, no siento una motivación real para conectarme a las clases todos los días.","Mi poca participación hace que me sienta desconectado de mi carrera. Siento que solo cumplo por cumplir y no estoy aprendiendo de verdad, lo que me quita las ganas de seguir.",0.1,1.0,"Frustración tecnológica, Riesgo de deserción, Alfabetización informacional deficiente","Existe una coherencia total entre las bajas puntuaciones cuantitativas y los testimonios cualitativos, ya que el estudiante expresa una frustración profunda y constante que valida su nivel de riesgo 'Alto'. Sus dificultades técnicas con el Blackboard coinciden con su puntaje de 2.0, su incapacidad para distinguir fuentes científicas justifica su 2.8 en pensamiento crítico, y su sensación de aislamiento y falta de pertenencia explica el 2.5 en participación, consolidando un perfil de alta vulnerabilidad académica.",0,2,-1,1
STU_0198,UNFV,17,Masculino,7mo,4,3,4,3,4,3,3,3,3,4,5,3,3,4,4,4,3,3,4,4,5,4,5,4,4,5,5,5,4,5,No,Nunca,No,5,Nunca,5,False,3.4,3.7,4.6,3.9,0,"Suelo revisar que la fuente tenga autor o que sea de páginas conocidas como Google Académico. No soy un experto, pero trato de ver que la fecha no sea muy antigua para que la info sea válida.","A veces me cuesta diferenciar entre una opinión bien escrita y un hecho comprobado, sobre todo en blogs. También, hay tanta información que me pierdo buscando qué es realmente relevante para el curso.","Siento que me ayuda a no perder el tiempo con fuentes malas, lo que mejora mis notas. No ha hecho que quiera dejar la carrera, pero sí me estresa un poco cuando no entiendo si una fuente es buena.",Me siento seguro cuando el profe nos da los links directos o usamos la base de datos de la u. Me genera mucha duda cuando encuentro info en redes sociales o páginas con mucha publicidad.,"Mi experiencia es buena, manejo bien el Canvas y el Drive para los trabajos. Me adapté rápido a las herramientas digitales porque las uso casi siempre para todo en la universidad.","He tenido caídas de internet en plena clase o examen, lo cual es frustrante. Lo solucioné usando mis datos móviles y avisando rápido al delegado o al profesor para que me tengan consideración.","Mis habilidades tecnológicas han facilitado mucho mi permanencia; si no supiera usar estas herramientas, ya me hubiera rendido. Me permite organizarme mejor y no quedarme atrás con las entregas.",Creo que sería genial tener más talleres sobre herramientas de edición o análisis de datos. A veces las plataformas de la u son un poco lentas y un soporte técnico más rápido ayudaría bastante.,"Me encanta participar, siempre trato de liderar en los grupos de WhatsApp y en los foros de debate. Siento que aprendo mucho más cuando intercambio ideas con mis compañeros de manera dinámica.","Me he sentido muy acompañado, la verdad. Siempre estoy conectado con mi grupo por redes sociales y eso hace que la virtualidad no se sienta tan solitaria o pesada.","Definitivamente influyó mucho. La motivación de mis amigos y el feedback constante de los docentes me dan ganas de seguir; si estuviera solo frente a la compu sin hablar con nadie, ya me habría salido.","Al ser muy participativo, me siento más comprometido con mi carrera. Siento que tengo una responsabilidad con mi equipo de trabajo y eso me obliga a estar al día con las lecturas y las clases.",0.85,0.95,"Liderazgo colaborativo, Resiliencia digital, Curaduría de contenidos","Existe una coherencia muy alta entre los datos cuantitativos y cualitativos. El puntaje sobresaliente en la dimensión participativa (4.6) se refleja fielmente en su descripción como líder de grupos y su dependencia positiva del entorno social para evitar el abandono. Asimismo, su puntaje moderado en pensamiento crítico (3.4) es consistente con su honestidad al admitir dificultades para distinguir hechos de opiniones y el estrés que le genera la sobrecarga informativa. Finalmente, su competencia técnica (3.7) se valida con un uso funcional y resolutivo de las herramientas institucionales, confirmando un perfil de riesgo bajo basado en su capacidad de adaptación y fuerte red de apoyo.",1,1,-1,0
STU_0199,UNFV,18,Masculino,5to,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,2,2,2,2,3,4,4,4,3,4,5,4,4,4,4,Sí,En un curso,"Sí, en un curso",2,Algunas veces,3,False,2.7,2.5,4.0,3.066666666666667,1,"La verdad, suelo fijarme en que el diseño de la página se vea serio o que aparezca en los primeros resultados de Google. No siempre reviso quién es el autor porque me toma mucho tiempo.",A veces hay demasiada información y no sé cuál es la verdadera. Me ha pasado que uso una fuente que creía buena y el profesor me dice que no tiene rigor académico.,"Sí, me genera mucha frustración no saber investigar bien. Cuando mis trabajos salen bajos por la calidad de las fuentes, me desanimo y dudo si realmente sirvo para la carrera.","Me siento seguro buscando en blogs comunes o YouTube, pero cuando entro a las bases de datos de la universidad me pierdo totalmente y me da inseguridad usarlas mal.",Me resulta un poco difícil de manejar. A veces no encuentro dónde están los materiales o se me complica subir los archivos pesados a la plataforma de la u.,"Sí, varias veces mi internet falla o la plataforma se cierra sola en pleno examen. Solo me queda pedir ayuda a mis compañeros por WhatsApp porque no sé cómo arreglarlo solo.","Me la ha dificultado bastante. Siento que no manejo las herramientas al mismo nivel que otros y eso me atrasa, haciéndome pensar que la modalidad virtual no es para mí.","Creo que necesitaría tutoriales más simples o asistencia técnica en vivo, porque a veces los manuales que nos dan son muy técnicos y me termino confundiendo más.",Me gusta mucho participar en los grupos de WhatsApp y coordinar los trabajos. Es la parte que mejor manejo y donde trato de ayudar siempre a mi equipo.,"Me siento acompañado por mis compañeros, siempre estamos conectados. Pero por parte de la universidad me siento un poco solo, como si solo fuera un número más en la pantalla.","Definitivamente. Si no fuera por mis amigos y las amanecidas estudiando por Meet, ya hubiera dejado la carrera por los problemas técnicos y el estrés que me genera.","Trato de ser muy activo en lo social para no perder el hilo, pero a veces siento que aunque participe mucho, mis dificultades con la tecnología me terminan jalando hacia abajo.",0.25,0.95,"Frustración por competencia digital, Dependencia de redes de apoyo, Inseguridad en rigor académico","Existe una coherencia muy alta entre los datos cuantitativos y cualitativos; los puntajes bajos en las áreas crítica y técnica (2.7 y 2.5) se ven reflejados en su dificultad confesa para validar fuentes y manejar plataformas de la universidad. El puntaje alto en participación (4.0) es consistente con su fuerte dependencia de grupos de pares para la supervivencia académica, mientras que la etiqueta de riesgo alto se justifica plenamente por su recurrente sentimiento de desánimo y dudas sobre su continuidad en la carrera ante los obstáculos tecnológicos.",0,0,-1,2
STU_0200,UNI,16,Masculino,7mo,3,2,2,2,2,1,2,3,2,1,3,3,3,3,3,3,3,3,3,4,2,3,2,3,2,2,3,2,3,3,No,En un curso,"Sí, en un curso",2,Rara vez,3,False,2.0,3.1,2.5,2.533333333333333,1,"La verdad no me complico mucho, busco en Google y casi siempre uso lo primero que sale o lo que se ve más ordenado. Si la página parece seria, asumo que la información está bien para mi tarea.","Me cuesta un poco saber qué fuente es real y cuál no, hay demasiada información y a veces me confundo. Al final termino usando lo que sea más fácil de entender para no perder tiempo.",Siento que me falta análisis y eso se refleja en mis notas bajas. Ver que no me va bien investigando me desanima bastante y a veces pienso que mejor sería dejar el ciclo y trabajar.,"Me siento seguro buscando videos en YouTube porque son directos, pero cuando piden buscar en bases de datos de la u me bloqueo totalmente. No entiendo cómo usarlas y eso me genera mucha inseguridad.","Me manejo lo justo con el Canvas y el Zoom, no soy un experto pero subo mis tareas a tiempo. A veces me pierdo entre tantas carpetas que suben los profes, pero ahí voy.","Sí, mi internet a veces falla o mi laptop se cuelga cuando abro muchas pestañas. Lo resuelvo reiniciando todo, pero me estresa perderme partes de la explicación y ya no me dan ganas de entrar.","Sé usar lo básico, pero como no domino herramientas más pro, me demoro el doble haciendo los trabajos. Ese cansancio acumulado me hace dudar de si quiero seguir estudiando así de forma virtual.","Creo que me ayudaría que enseñen a usar programas específicos de mi carrera desde cero. También que la plataforma de la universidad sea más ligera, porque a veces con mi internet no carga bien.",La verdad es que no me gusta mucho participar. En los grupos de WhatsApp casi no hablo y en los trabajos grupales cada uno hace su parte por separado para acabar rápido y listo.,"Me siento bien solo, la verdad. Siento que el profe le habla a la pantalla y yo solo escucho. No siento que haya una conexión real con mis compañeros, es como si cada uno estuviera en su mundo.","No mucho, porque casi no hablo con nadie. Como no tengo un grupo de amigos firme en la modalidad virtual, me da igual si dejo de entrar a clase un día, nadie me pasa la voz.","Como casi no participo, me siento bien desconectado de la carrera. Mi compromiso es bajo porque siento que soy un número más en la lista y eso me quita las ganas de esforzarme por terminar el semestre.",0.2,0.95,"Riesgo de deserción, Desconexión social, Baja competencia informacional","El estudiante muestra una coherencia muy alta entre sus puntajes y sus respuestas abiertas, validando el nivel de 'Riesgo Alto' mediante un relato de profunda frustración y aislamiento. Sus bajos puntajes en la dimensión crítica y participativa se reflejan con exactitud en su dependencia de fuentes superficiales y su desconexión total con sus pares, mientras que su puntaje técnico intermedio coincide con un dominio funcional básico pero limitado por brechas de infraestructura y herramientas especializadas.",2,0,-1,2
