ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,L2_Inactividad,Calidad_Percibida,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4
STU_0088,UNI,20,Femenino,6to,3,2,2,4,3,3,3,2,3,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,3,False,2.7,1.6,1.5,1.9333333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0089,UNFV,21,Femenino,7mo,3,4,3,3,3,3,3,4,3,3,5,4,4,4,5,3,5,4,5,5,4,3,4,4,4,4,5,4,2,4,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,3.2,4.4,3.8,3.8,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0090,UNI,22,Femenino,8vo,1,2,2,2,3,1,2,2,2,3,2,3,3,3,2,3,2,2,1,3,3,2,2,1,2,2,2,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,3,False,2.0,2.4,2.3,2.2333333333333334,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0091,UNMSM,19,Femenino,8vo,2,3,1,2,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,1,2,2,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,1,False,2.2,2.9,2.4,2.5,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0092,UNI,25,Femenino,8vo,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,3,False,1.8,1.0,1.3,1.3666666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0093,UNI,18,Femenino,5to,2,2,2,2,2,3,2,3,2,2,2,4,3,2,2,2,2,3,3,3,3,3,3,3,3,3,4,3,3,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,1,False,2.2,2.6,3.0,2.6,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0094,UNI,18,Femenino,6to,2,3,2,2,3,2,2,3,2,2,3,3,3,4,3,3,3,3,3,4,3,4,4,4,4,3,4,3,4,3,No,Nunca,No,4,Nunca,4,False,2.3,3.2,3.6,3.033333333333333,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0095,UNI,23,Femenino,5to,2,2,2,3,2,3,2,3,3,2,1,1,2,1,2,2,1,1,1,1,3,2,2,2,3,2,3,2,3,2,No,En un curso,"Sí, en un curso",2,Algunas veces,4,False,2.4,1.3,2.4,2.033333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0096,UNI,22,Femenino,6to,2,2,3,2,2,3,2,2,2,1,3,4,2,2,2,3,3,3,3,2,2,4,4,4,5,4,4,3,4,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,2.1,2.7,3.7,2.8333333333333335,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0097,UNI,22,Femenino,7mo,4,3,4,3,3,4,3,4,2,3,3,2,3,3,3,4,4,3,3,2,3,3,3,3,3,3,3,3,4,3,No,Nunca,"Sí, en un curso",3,Algunas veces,3,False,3.3,3.0,3.1,3.1333333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0098,UNI,22,Masculino,7mo,3,2,3,3,3,2,3,3,3,3,4,3,3,3,4,4,4,4,4,3,3,4,3,3,4,4,3,3,4,4,No,Nunca,No,4,Nunca,3,False,2.8,3.6,3.5,3.3,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0099,UNMSM,20,Masculino,8vo,4,4,4,4,3,3,4,4,4,4,4,3,4,3,2,2,3,2,3,3,3,4,4,3,4,5,4,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,3.8,2.9,3.6,3.433333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0100,UNMSM,19,Femenino,6to,3,3,3,4,3,3,4,4,4,4,2,4,3,3,3,4,3,3,3,4,4,4,4,4,4,3,4,5,4,4,Sí,En un curso,"Sí, en un curso",3,Algunas veces,3,False,3.5,3.2,4.0,3.566666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0101,UNMSM,21,Masculino,7mo,3,3,3,3,2,4,4,2,2,3,3,3,3,2,3,3,3,4,3,3,3,3,3,2,3,2,3,4,3,2,No,En un curso,"Sí, en un curso",3,Rara vez,4,False,2.9,3.0,2.8,2.9,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0102,UNI,19,Masculino,6to,2,2,2,2,1,2,2,2,1,2,3,3,3,3,2,4,3,3,2,4,2,1,2,2,2,3,2,2,2,3,No,En un curso,"Sí, en más de una ocasión",2,Rara vez,3,False,1.8,3.0,2.1,2.3,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0103,UNMSM,22,Femenino,7mo,3,4,3,3,4,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,4,3,4,4,3,4,3,4,3,4,No,Nunca,No,5,Nunca,5,False,3.2,2.6,3.6,3.1333333333333333,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0104,UNI,20,Femenino,5to,2,2,3,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,3,3,3,3,4,3,4,3,3,3,2,4,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,2.4,2.3,3.2,2.6333333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0105,UNFV,19,Femenino,7mo,3,2,3,2,4,4,2,2,2,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,No,En dos o más cursos,No,3,Algunas veces,2,False,2.7,2.9,3.3,2.966666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0106,UNMSM,20,Masculino,5to,3,4,3,4,3,4,3,3,3,3,5,4,4,4,3,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,No,Nunca,No,4,Rara vez,3,False,3.3,4.0,4.0,3.7666666666666666,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0107,UNI,21,Masculino,7mo,2,3,2,2,2,2,2,2,4,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,3,False,2.4,2.5,2.7,2.533333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0108,UNI,19,Femenino,8vo,2,2,2,3,1,2,2,1,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,1,3,2,4,3,3,3,No,En un curso,"Sí, en un curso",4,Rara vez,2,False,2.0,2.9,2.7,2.533333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0109,UNMSM,19,Femenino,5to,3,4,3,3,3,4,5,4,4,3,4,4,3,3,4,4,2,4,3,2,4,3,3,4,3,3,3,3,4,4,No,En un curso,No,4,Rara vez,4,False,3.6,3.3,3.4,3.433333333333333,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0110,UNMSM,21,Femenino,7mo,1,1,2,2,1,2,1,2,2,2,2,3,3,4,3,2,4,3,3,3,3,3,2,3,2,3,2,3,3,3,No,Nunca,"Sí, en un curso",3,Rara vez,2,False,1.6,3.0,2.7,2.433333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0111,UNMSM,21,Masculino,8vo,5,5,4,4,5,4,4,5,4,5,3,3,4,4,3,4,3,3,3,4,4,5,5,4,5,4,4,4,3,3,No,Nunca,"Sí, en un curso",4,Nunca,3,False,4.5,3.4,4.1,4.0,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0112,UNMSM,19,Masculino,5to,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,2,1,2,2,2,2,1,3,2,2,3,No,En un curso,"Sí, en un curso",3,Rara vez,2,False,2.1,2.0,2.0,2.033333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0113,UNFV,20,Masculino,8vo,2,3,4,4,4,3,4,4,3,2,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,No,Nunca,No,3,Nunca,3,False,3.3,3.1,3.2,3.2,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0114,UNFV,21,Masculino,6to,1,2,2,1,2,2,2,1,2,2,3,3,4,4,3,2,3,3,3,4,2,2,2,2,2,2,2,2,2,2,No,En dos o más cursos,No,2,Algunas veces,1,False,1.7,3.2,2.0,2.3,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0115,UNI,18,Femenino,6to,3,3,3,4,4,4,4,3,3,3,5,5,4,5,5,5,5,4,4,5,4,4,3,3,3,3,4,3,3,3,No,Nunca,No,5,Nunca,3,False,3.4,4.7,3.3,3.8,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0116,UNFV,18,Femenino,5to,1,1,1,1,1,2,1,1,1,2,3,3,3,3,3,3,4,3,3,3,2,3,2,3,2,2,3,2,3,3,No,En un curso,"Sí, en un curso",3,Frecuentemente,3,False,1.2,3.1,2.5,2.2666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0117,UNFV,19,Femenino,7mo,4,4,3,3,5,4,3,4,4,4,3,5,4,3,3,4,4,3,4,4,4,4,4,5,4,4,4,4,5,4,No,Nunca,No,5,Nunca,4,False,3.8,3.7,4.2,3.9,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0118,UNMSM,20,Femenino,5to,3,5,4,3,4,3,4,5,3,4,4,4,4,4,4,4,4,3,4,5,5,5,4,4,4,4,4,4,4,4,No,En un curso,"Sí, en un curso",3,Rara vez,2,False,3.8,4.0,4.2,4.0,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0119,UNFV,21,Masculino,8vo,2,3,3,4,2,2,3,3,3,3,3,2,3,2,2,3,3,2,2,3,4,5,4,3,4,4,4,3,3,3,No,Nunca,No,4,Nunca,4,False,2.8,2.5,3.7,3.0,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0120,UNI,23,Masculino,7mo,4,4,4,4,5,4,4,5,3,4,5,4,4,4,5,5,5,5,5,5,4,3,5,4,4,4,5,4,4,4,No,En un curso,"Sí, en más de una ocasión",2,Frecuentemente,2,False,4.1,4.7,4.1,4.3,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0121,UNFV,22,Femenino,6to,4,4,4,4,4,4,3,3,3,4,3,4,5,4,3,4,5,3,4,4,4,3,3,3,3,4,4,4,3,4,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,3.7,3.9,3.5,3.7,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0122,UNFV,20,Femenino,7mo,4,4,4,4,4,3,4,3,4,4,4,4,3,3,5,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,No,Nunca,"Sí, en un curso",3,Algunas veces,4,False,3.8,3.7,3.8,3.7666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0123,UNMSM,20,Masculino,6to,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,2,2,3,3,2,3,3,2,3,2,2,No,En un curso,"Sí, en un curso",3,Algunas veces,4,False,3.0,3.0,2.5,2.8333333333333335,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0124,UNMSM,18,Femenino,7mo,3,3,2,2,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,2,No,En un curso,No,3,Nunca,3,False,2.6,2.6,2.7,2.6333333333333333,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0125,UNMSM,20,Masculino,7mo,1,3,1,2,3,1,1,1,1,2,3,3,2,3,3,2,3,3,2,2,3,2,2,2,2,2,2,3,2,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,4,False,1.6,2.6,2.2,2.1333333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0126,UNI,20,Femenino,7mo,2,3,3,2,3,3,2,3,2,3,4,3,3,4,4,4,3,4,4,3,2,3,1,1,2,2,2,2,2,2,No,En dos o más cursos,"Sí, en un curso",2,Algunas veces,2,False,2.6,3.6,1.9,2.7,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0127,UNFV,21,Femenino,8vo,5,4,4,4,4,3,4,4,4,4,2,3,3,2,3,3,2,3,3,2,4,4,3,4,3,4,3,3,3,3,No,En un curso,"Sí, en un curso",3,Algunas veces,3,False,4.0,2.6,3.4,3.3333333333333335,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0128,UNFV,19,Femenino,8vo,3,2,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,1.9,1.2,1.4,1.5,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0129,UNMSM,22,Femenino,5to,2,2,3,3,2,2,3,3,2,2,1,2,2,1,1,2,2,2,2,2,3,3,2,3,4,3,3,2,2,3,No,En un curso,"Sí, en más de una ocasión",2,Algunas veces,2,False,2.4,1.7,2.8,2.3,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0130,UNI,24,Femenino,5to,3,2,2,3,3,3,1,2,3,2,4,3,2,4,3,3,4,3,4,4,4,5,5,5,4,5,4,3,4,4,No,Nunca,No,5,Nunca,4,False,2.4,3.4,4.3,3.3666666666666667,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0131,UNI,20,Femenino,6to,4,3,4,4,3,3,3,4,4,3,3,3,4,3,3,4,2,3,4,4,3,4,3,3,4,4,3,3,3,3,No,En un curso,"Sí, en un curso",3,Nunca,4,False,3.5,3.3,3.3,3.3666666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0132,UNMSM,21,Femenino,8vo,3,4,3,3,3,4,3,3,3,4,4,5,3,4,4,4,4,3,3,4,3,3,4,3,3,4,3,2,3,2,No,Nunca,No,4,Rara vez,4,False,3.3,3.8,3.0,3.3666666666666667,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
