ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,A5_Dificultad,A6_Consideracion_Abandono,A7_Exigencia,A8_Retrasos,L1,L2,L3,L4,L5,L6,L7,L8,Calidad_Percibida,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,A5_Dificultad_num,A6_Consideracion_Abandono_num,A7_Exigencia_num,A8_Retrasos_num,L1_num,L2_num,L3_num,L4_num,L5_num,L6_num,L7_num,L8_num,Score_Riesgo_Academico,Score_Riesgo_LMS,Score_Riesgo_Continuidad,Sentimiento_Academico,Indice_Coherencia,Etiquetas_Tematicas,Analisis_Cuali,A1_num,A2_num,A3_num,A4_num,Riesgo_Acad_Perceptual,Riesgo_Documental,Flag_Inconsistencia_IA
STU_0663,UNI,,,,4.0,3.0,,,4.0,3.0,4.0,,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,,4.0,,3.0,2,4,3,3,4,4,4,3,5,4,No,Nunca,No,medio,2,2,1,1,2,1,1,1,1,1,2,2,,"si, ya que trato de buscar errores y en los examenes he podido corregir algunos errores de los profesores",comparo distintas bibliografias,baja dificultad,"al momento de hacer monografias, tarea",videos y cartas en google para responder preguntas,bien hay bastante informacion,"buena, mediante salones de 3 a 4 personas",usando herramientas digitales,si he aumentado entender cosas y reducir tiempos,Sin respuesta.,"si, no hay exigencias, pero la actitud auto didacta que caracterizo ayuda",si ya que recomienda fuentes para seguir investigando,False,3.7142857142857135,3.5,3.6,3.6,0,2,2,1,1,2,1,1,1,1,1,2,2,1.5,1.375,1.5,0.7,0.85,"Pensamiento Crítico, Búsqueda de Información, Aprendizaje Autónomo","El estudiante demuestra una coherencia alta entre sus respuestas cuantitativas y cualitativas. Los puntajes moderadamente altos en 'Crítico' y 'Participativo', junto con un puntaje decente en 'Técnico', se reflejan en su descripción de buscar errores, comparar bibliografías y utilizar herramientas digitales. Si bien la dificultad percibida es 'baja', lo cual podría sugerir cierta complacencia, su énfasis en la auto-corrección y la mejora de la comprensión indica una actitud generalmente positiva y proactiva hacia su aprendizaje, lo que se alinea con un sentimiento académico favorable y un alto índice de coherencia.",0,0,0,1.0,1.5,1.375,False
STU_0664,UNI,,,,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3,3,3,2,4,4,2,3,3,4,No,En un Curso,No,medio,1,2,3,2,2,3,3,3,2,3,3,2,,Sin respuesta.,busco veracidad en su fuente,no encontrar mucha informacion en la web,en la tecnologia,la inteligencia artificial,buena y aprendizaje,no me gusta,si los video juegos,si,no mucho,indistinto,si ayuda,False,2.9,2.6,3.1,2.8666666666666667,0,1,2,3,2,2,3,3,3,2,3,3,2,2.0,2.625,1.5,0.6,0.65,"Búsqueda de veracidad, Limitaciones de información, Impacto tecnológico","El estudiante muestra una coherencia moderada. Los puntajes cuantitativos sugieren un nivel intermedio en la mayoría de las áreas, con una ligera inclinación hacia lo participativo. Las respuestas cualitativas refuerzan esta idea, mencionando la búsqueda de veracidad ('busco veracidad en su fuente'), reconociendo limitaciones informativas ('no encontrar mucha informacion en la web') y manifestando una actitud ambivalente hacia la tecnología ('la inteligencia artificial', 'no me gusta', 'si los video juegos', 'si ayuda'). El sentimiento académico es neutral-positivo, indicando una disposición a aprender pero con algunas reservas. El índice de coherencia es moderado porque, si bien las respuestas abiertas no contradicen directamente los puntajes, tampoco los profundizan o justifican de manera contundente, manteniendo un nivel de generalidad.",0,1,0,1.0,2.0,2.625,False
STU_0665,UNI,,,,4.0,4.0,4.0,,,,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,No,Nunca,No,Alto,1,1,1,1,1,1,1,1,1,1,1,1,,mejor analisis critico,como informacion de diferentes paginas,algunas fuentes no eran confiables,siendo inseguridad cuando no aparece el autor,mas orientacion de las plataformas,fue regular por algunos problemas tecnicos,regular por falla de la organizacion,tuve fallas de internet y veia las grabaciones,mis habilidades facilitaron mi aprendizaje,mi participacion mejoro mi desarrollo academico,a veces me sentia solo por las clases virtuales,la interaccion ayuda a motivarse,True,4.0,4.0,4.0,4.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.7,0.8,"Análisis crítico de fuentes, Desafíos técnicos y de conectividad, Impacto de la participación en el aprendizaje virtual","El estudiante muestra una alta coherencia entre sus puntuaciones cuantitativas y sus respuestas cualitativas. Las puntuaciones de 4.0 en 'Crítico', 'Técnico' y 'Participativo', junto con un riesgo 'BAJO', se alinean con comentarios que reflejan una comprensión de la importancia del análisis crítico de fuentes (BC1, BC3, BC4) y la valoración de la participación (BP1, BP2, BP4). Si bien reconoce desafíos técnicos (BT1, BT2, BT4), estos no contradicen su nivel de habilidad técnica percibido, sino que señalan áreas de mejora o factores externos. La ambivalencia ocasional, como sentirse solo en clases virtuales (BP3), matiza ligeramente un sentimiento puramente positivo, pero no genera una contradicción significativa con sus puntuaciones generales, lo que resulta en un índice de coherencia alto.",0,0,0,1.0,1.0,1.0,False
STU_0666,UNI,,,,4.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,,4.0,3.0,4.0,,,3.0,3.0,,1,4,5,5,4,3,4,3,3,3,No,Nunca,No,bajo,3,3,3,2,5,4,3,3,3,3,4,3,,si porque me hace darme cuenta que tan preparado estoy,viendo que sea d euna fuente y pagina autorizada,el no encontrando la fuente,cuando no hay fuente confiable,un internet de mayor velocidad,mala porque a veces no ingresa,"buena, no creo que la virtualidad sea algo que dificulte la comunicacion",si el internet,si porque al tener facilidad en el manejo te simplificas mucho el trabajo,puedo saber acerca de eso,si porque aprecio mucho una buena conversacion,si porque se debe socializar,False,3.2222222222222223,3.4,3.5,3.375,0,3,3,3,2,5,4,3,3,3,3,4,3,2.375,3.5,2.0,0.7,0.8,"Confiabilidad de Fuentes, Acceso a la Tecnología, Participación y Comunicación","El estudiante muestra una coherencia general positiva, alineando sus respuestas cualitativas con sus puntajes cuantitativos. Sus respuestas sobre la confiabilidad de fuentes y la importancia de la participación y la comunicación refuerzan sus puntajes relativamente altos en 'Crítico' y 'Participativo'. Si bien el puntaje 'Técnico' es bueno, las menciones de problemas de internet sugieren que la ""Riesgo"" de ""ALTO"" se debe más a barreras de acceso que a falta de habilidades técnicas intrínsecas. El sentimiento general es de optimismo moderado, reconociendo la importancia de la AMI y aspirando a mejorar su preparación.",0,0,0,1.0,2.75,3.5,False
STU_0667,UNI,,,,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,,3.0,3,4,2,3,4,3,4,4,2,3,No,Nunca,No,bajo,1,3,4,2,4,3,4,3,3,3,4,5,,si me a ayudado con diversos problemas,busco bibliografias para determinar si es veridico,no he tenido dificultad,en mis trabajos o dudas que tengo,acceso a cursos virtuales,me a ayudado,me ayudo a relacionarme,no,si aporta ante mis dudas,en mis notas,en grupo uno se siente bien,me solte mas,False,3.5,3.5,3.2,3.392857142857143,1,1,3,4,2,4,3,4,3,3,3,4,5,2.25,3.625,2.0,0.8,0.75,"Utilidad de recursos digitales, Verificación de información, Interacción social y académica","El estudiante muestra un sentimiento académico predominantemente positivo, indicando que los recursos mediáticos le han sido de ayuda para resolver dudas y mejorar en sus estudios. La coherencia se mantiene alta, ya que sus respuestas cualitativas respaldan los scores cuantitativos en áreas como la utilidad percibida y la aplicación práctica, aunque la mención de buscar bibliografías para verificar información sugiere una conciencia crítica incipiente pero no completamente desarrollada en todos los aspectos. La puntuación de riesgo 'ALTO' no se refleja directamente en sus respuestas cualitativas positivas, lo que podría indicar una brecha entre la autopercepción de competencia y los desafíos reales que podría enfrentar, o que las preguntas de riesgo se enfocan en áreas no cubiertas en las respuestas abiertas.",0,0,0,1.0,2.5,3.625,False
STU_0668,UNMSM,,,,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,4,4,5,5,1,5,4,4,3,5,No,Nunca,No,Alto,1,1,1,1,1,1,1,1,1,1,1,1,,porque elegir bien las fuentes mejora mis informes y exposiciones,"Primero reviso si la fuente es médica, actual y con respaldo institucional",A veces hay términos clínicos que requieren revisar más de una explicación,Me siento seguro con artículos médicos y guías de salud reconocidas,acceso a bases médicas y tutoriales para búsqueda bibliográfica,La plataforma me resultó útil para organizar lecturas y clases grabadas,Trabajo bien en grupo cuando las tareas están distribuidas,"Tuve fallas menores al subir archivos pesados, pero los reenvié por la plataforma",Me facilitaron seguir el ritmo de los cursos teóricos,Participar me mantiene más atento y comprometido con la carrera,Me sentí acompañado por compañeros que también se organizaban, porque resolver dudas con otros ayuda bastante en medicina,False,4.7,4.0,4.0,4.233333333333333,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.9,0.95,"Fuentes confiables médicas, Gestión de recursos digitales, Colaboración académica","El estudiante demuestra una alta coherencia entre sus respuestas cualitativas y cuantitativas. Sus puntuaciones elevadas en 'Critico', 'Tecnico' y 'Participativo', junto con un riesgo de 'BAJO', se reflejan claramente en sus explicaciones. Menciona la importancia de fuentes médicas confiables, la utilidad de herramientas digitales para la organización y aprendizaje, y valora la colaboración en grupo, todo lo cual alinea sus percepciones con sus marcadores numéricos. El sentimiento académico es predominantemente positivo, indicando empoderamiento y un enfoque proactivo en su formación.",0,0,0,1.0,1.0,1.0,False
STU_0669,UNMSM,,,,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,3,3,4,5,2,4,3,2,2,4,No,En un Curso,No,Medio,3,2,3,2,2,3,2,2,3,2,2,2,,ahora intento separar mejor la información útil de la que solo parece interesante,Busco si la información aparece en páginas de salud confiables antes de usarla,Me distraigo fácil y a veces termino abriendo videos que no eran del tema,Me siento más tranquilo cuando el material viene de revistas o instituciones de salud,Clases breves o materiales por partes para no saturarme,"Fue una experiencia regular, porque la plataforma ayuda pero requiere constancia",Participo más cuando conozco bien el tema,Algunas veces perdí concentración en sesiones largas y tuve que revisar grabaciones,"Me ayudan, aunque necesito ordenar mejor mis horarios",Mi participación mejora cuando tengo claro qué debo preparar,A veces me sentí poco conectado con el grupo, cuando el docente respondía dudas me motivaba más,False,3.7,3.3,3.2,3.4,0,3,2,3,2,2,3,2,2,3,2,2,2,2.25,2.25,1.5,0.6,0.75,"Curación de información, Gestión de la atención, Participación guiada","El estudiante muestra una coherencia moderada a alta. Los puntajes cuantitativos sugieren un nivel intermedio en las dimensiones Crítico, Técnico y Participativo, y un bajo riesgo, lo cual se alinea con sus respuestas cualitativas. Expresa esfuerzos por discernir información útil (BC1, BC2) y busca fuentes confiables (BC4), lo que refleja una inclinación crítica. Sin embargo, admite distracciones (BC3) y dificultades con la concentración en sesiones largas (BT4), lo que se relaciona con puntajes no extremadamente altos en las dimensiones técnicas y participativas. La necesidad de estructuras de aprendizaje más cortas (BT1) y mayor claridad en las tareas (BP2) indica áreas de mejora que se reflejan en puntuaciones que no alcanzan el máximo. En general, las respuestas cualitativas validan y matizan los datos cuantitativos, mostrando un aprendizaje en proceso con algunos desafíos.",0,1,0,2.0,2.5,2.25,False
STU_0670,UNMSM,,,,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3,3,4,4,2,4,3,3,2,4,No,En un Curso,No,Medio,3,3,3,2,3,2,3,2,2,2,2,2,,porque aprendí a buscar alternativas cuando no tengo todos los recursos,Uso fuentes abiertas y trato de comprobar que sean serias antes de citarlas,A veces no puedo acceder a libros o artículos completos,Me siento seguro cuando encuentro información clara en portales oficiales,bibliografía gratuita y acceso institucional a materiales médicos,La virtualidad me ayudó porque podía revisar materiales desde casa,"Cumplo con mi parte, aunque a veces tengo poco tiempo",En ocasiones estudié desde el celular por falta de una laptop disponible,"Me permitieron continuar, aunque no siempre en las mejores condiciones",Participar me ayudó a mantenerme en el curso a pesar de las dificultades,Me sentí apoyado por algunos compañeros que compartían material, porque compartir apuntes ayudó a no atrasarme,False,3.5,3.0,3.2,3.2333333333333334,0,3,3,3,2,3,2,3,2,2,2,2,2,2.375,2.25,2.0,0.7,0.8,"Gestión de recursos, Acceso a la información, Colaboración estudiantil","El estudiante demuestra una coherencia significativa entre sus respuestas cualitativas y cuantitativas. Los puntajes moderados en las dimensiones críticas y participativas se reflejan en sus comentarios sobre la búsqueda de alternativas, la validación de fuentes y la colaboración con compañeros. Si bien reconoce limitaciones de acceso (BC3, BT4), sus estrategias para superarlas (BC1, BP3, BP4) y su sentimiento de seguridad al usar portales oficiales (BC4) sugieren un enfoque proactivo y un sentimiento académico predominantemente positivo, a pesar de los desafíos. El índice de coherencia es alto debido a que sus acciones y percepciones descritas respaldan sus puntuaciones.",0,1,0,2.0,2.75,2.25,False
STU_0671,UNMSM,,,,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,2,3,5,5,4,5,2,2,2,5,No,Nunca,No,Alto,2,1,2,1,1,1,2,1,3,1,1,1,,porque me ayuda a escribir trabajos más claros,Reviso la fecha y el autor antes de usar cualquier información médica,Me cuesta cuando los textos son muy extensos y técnicos,Me siento seguro cuando encuentro protocolos o revisiones académicas,guías para usar bases de datos y referencias médicas,"Me adapté bien, sobre todo para revisar clases grabadas","Participo poco, pero siempre entrego mi parte","Tuve pocas fallas técnicas, más que todo dudas al usar herramientas grupales",Facilitaron mi aprendizaje porque puedo estudiar a mi ritmo,Mi compromiso se nota más en mis entregas que en los foros,Algunas veces me sentí aislado por ser callado," aunque no hable mucho, escuchar preguntas de otros me ayuda",False,4.5,3.6,3.5,3.8666666666666663,0,2,1,2,1,1,1,2,1,3,1,1,1,1.25,1.375,1.0,0.7,0.8,"Evaluación de Fuentes, Aprendizaje Autodirigido, Participación Mediada","El estudiante demuestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Su alto puntaje en 'Critico' se alinea con su énfasis en revisar fechas y autores (BC2) y buscar protocolos académicos (BC4). Aunque su puntaje 'Tecnico' es moderado, sus comentarios sobre adaptabilidad a clases grabadas (BT2) y leves dudas en herramientas grupales (BT4) sugieren una auto-percepción realista. Su nivel 'Participativo' también se refleja en su admitteda baja participación pero cumplimiento de tareas (BT3, BP2), y su sentimiento de aislamiento (BP3) se contrasta con el valor que le da a escuchar a otros (BP4). El índice de coherencia es alto, indicando que sus declaraciones cualitativas respaldan y explican sus puntuaciones numéricas.",0,0,0,1.0,1.5,1.375,False
STU_0672,UNMSM,,,,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3,3,4,4,2,4,3,2,2,4,No,En un Curso,No,Medio,3,3,3,3,3,3,3,2,2,2,2,2,,porque cuando filtro mejor avanzo más rápido,Verifico que la información tenga relación directa con el tema del curso,Mi mayor dificultad es el tiempo para revisar varias fuentes,"Me siento seguro con información breve, clara y bien sustentada",flexibilidad en fechas cuando hay prácticas o trabajos externos,"Fue útil, pero tuve que entrar muchas veces de noche",Me organizo con el grupo por WhatsApp y luego subimos todo al aula,Algunas tareas las entregué tarde por el trabajo de fines de semana,"Me ayudaron a no perder clases, aunque me cansaba bastante",Participar me ayudó a no atrasarme tanto,"A veces me sentí cansado, pero no aislado", el grupo me ayudó a recordar entregas,False,3.7,3.0,3.1,3.2666666666666666,0,3,3,3,3,3,3,3,2,2,2,2,2,2.5,2.375,2.0,0.7,0.85,"Gestión del tiempo, Colaboración en grupo, Autonomía en el aprendizaje","El estudiante muestra una coherencia notable entre sus respuestas cuantitativas y cualitativas. Los scores 'Critico' y 'Participativo' moderadamente altos (3.7 y 3.1) se alinean con la mención de la importancia de verificar información y la ayuda recibida por el grupo para no atrasarse y recordar entregas. La dificultad con el tiempo para revisar fuentes, aunque se presenta como un desafío (BC3), no contradice un score 'Técnico' de 3.0, sugiriendo que la persona es capaz de realizar las tareas técnicas pero necesita optimizar la gestión de su tiempo. El sentimiento general es positivo, indicando que las experiencias, aunque a veces agotadoras, fueron beneficiosas para su proceso académico.",0,1,0,2.0,3.0,2.375,False
STU_0673,UNMSM,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,4,5,5,5,1,5,4,5,4,5,No,Nunca,No,Alto,1,1,1,1,1,1,1,1,1,1,1,1,,porque el análisis crítico es clave en temas de salud,Contrasto información con artículos recientes y materiales del curso,La dificultad es escoger entre varias fuentes buenas,Me siento seguro cuando la información tiene metodología clara,acceso a simuladores clínicos y casos interactivos,"Muy buena, me permite revisar recursos varias veces",Me gusta aportar con resúmenes y esquemas para el equipo,Casi no tuve problemas técnicos durante el ciclo,Han facilitado bastante mi permanencia y rendimiento,Participar refuerza mi interés por la medicina,Me sentí acompañado por compañeros igual de comprometidos, porque discutir casos ayuda a fijar conocimientos,False,5.0,4.4,4.3,4.566666666666666,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.9,0.95,"Análisis crítico de salud, Herramientas de aprendizaje, Colaboración académica","El estudiante demuestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Sus altos puntajes en ""Crítico"" (5.0) se ven reflejados en la importancia que le da al análisis crítico en temas de salud (BC1) y en su método para contrastar información (BC2). El buen puntaje técnico (4.4) concuerda con la mención de simuladores clínicos (BT1) y la fluidez técnica experimentada (BT4). La participación (4.3) se evidencia en su gusto por aportar al equipo (BT3) y en cómo la discusión de casos refuerza su aprendizaje (BP4). El sentimiento académico es muy positivo, destacando el acompañamiento, el refuerzo del interés y la mejora del rendimiento (BP1, BP2, BP3), lo que justifica un índice de coherencia cercano a 1.0.",0,0,0,1.0,1.0,1.0,False
STU_0674,UNMSM,,,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,3,4,4,3,2,2,1,4,No,En dos o más,No,Medio,4,4,4,3,3,3,4,3,3,3,3,3,,porque si no reviso bien termino confundiendo conceptos,Busco explicaciones sencillas y luego comparo con el material del curso,Me cuesta entender algunos temas cuando las fuentes usan demasiado vocabulario técnico,Me siento seguro cuando encuentro ejemplos aplicados a casos médicos,tutorías en cursos complicados,"Regular, me ayudó pero también me exigió organizarme más",Me cuesta trabajar en grupo cuando no entiendo bien el tema,Tuve problemas para seguir algunas clases virtuales largas,"Me ayudan, pero necesito reforzar bases por mi cuenta","Participar poco afectó mi confianza, pero estoy mejorando",A veces me sentí rezagado frente a mis compañeros, el apoyo del grupo me ayudó a no abandonar,False,3.2,2.8,2.7,2.9,1,4,4,4,3,3,3,4,3,3,3,3,3,3.125,3.125,2.5,0.6,0.7,"Dificultad con terminología técnica, Necesidad de ejemplos prácticos, Retos en el aprendizaje colaborativo","El estudiante muestra un sentimiento académico moderadamente positivo, indicando una disposición a mejorar a pesar de enfrentar desafíos. La coherencia entre sus respuestas cualitativas y cuantitativas es razonablemente alta (0.7), ya que las dificultades expresadas, como la terminología técnica (BC3, BP1) y la necesidad de ejemplos aplicados (BC4), se reflejan en puntuaciones moderadas en el aspecto 'Critico' (3.2) y 'Tecnico' (2.8). Si bien el 'Participativo' es ligeramente menor (2.7), sus comentarios sobre el apoyo del grupo (BP4) y la mejora en la confianza (BP2) sugieren que está trabajando en esa área. El riesgo bajo se alinea con su enfoque proactivo para aclarar conceptos (BC1, BC2) y buscar apoyo.",0,2,0,2.0,3.75,3.125,False
STU_0675,UNMSM,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5,5,4,5,1,5,5,4,5,4,No,Nunca,No,Alto,2,1,2,1,1,1,1,1,1,1,1,1,,porque me ayuda a explicar mejor cuando estudio con otros,Reviso si la información coincide con lo visto en clase,A veces hay páginas que simplifican mucho los temas médicos,Me siento seguro cuando puedo comparar teoría con ejemplos clínicos,recursos colaborativos dentro del aula virtual,"Buena, especialmente para compartir apuntes y videos",Me gusta estudiar con compañeros y hacer preguntas,Tuve algunos problemas con enlaces vencidos,Facilitaron el estudio grupal,Participar hace que el curso sea menos pesado,Casi siempre me sentí acompañado, la interacción me mantiene motivado,False,4.0,3.7,4.3,4.0,0,2,1,2,1,1,1,1,1,1,1,1,1,1.25,1.0,1.0,0.85,0.9,"Colaboración y estudio grupal, Verificación de información académica, Experiencia con recursos digitales","El estudiante muestra una alta coherencia entre sus puntuaciones y sus respuestas abiertas. Los altos puntajes en 'Participativo' (4.3) se reflejan claramente en su énfasis en el estudio grupal, la colaboración y el apoyo mutuo ('Facilitaron el estudio grupal', 'Me gusta estudiar con compañeros y hacer preguntas', 'la interacción me mantiene motivado'). Su puntaje 'Crítico' (4.0) se alinea con su mención de verificar información comparándola con lo visto en clase y su preocupación por la simplificación excesiva de temas ('Reviso si la información coincide con lo visto en clase', 'A veces hay páginas que simplifican mucho los temas médicos'). Aunque el puntaje 'Técnico' (3.7) es ligeramente menor, sus comentarios sobre la experiencia con recursos digitales ('Tuve algunos problemas con enlaces vencidos') demuestran un entendimiento práctico de las herramientas. El nivel de riesgo 'BAJO' es consistente con la actitud positiva y proactiva que transmite. El sentimiento académico es muy positivo, destacando el empoderamiento que obtiene de la interacción y la validación de su aprendizaje.",0,0,0,1.0,1.5,1.0,False
STU_0676,UNMSM,,,,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3,3,4,4,2,4,3,3,3,4,No,En un Curso,No,Medio,3,2,3,2,2,3,2,2,2,2,2,2,,porque aprendí a investigar sin depender tanto de otros,Trato de revisar fuentes médicas confiables aunque me tome más tiempo,Me falta orientación cuando debo elegir bibliografía especializada,Me siento seguro cuando varios documentos coinciden,asesorías para búsqueda de información académica,Fue una experiencia exigente pero necesaria,Trabajo bien si el grupo es responsable,Tuve dificultades cuando compartía internet en casa,Me ayudaron a continuar pese a los problemas de acceso,Mi participación mejoró mi confianza para seguir,"En algunos cursos me sentí solo, pero seguí avanzando", los compañeros comprometidos ayudan bastante,False,3.6,3.2,3.3,3.3666666666666667,0,3,2,3,2,2,3,2,2,2,2,2,2,2.25,2.125,1.5,0.7,0.8,"Autonomía en la investigación, Fiabilidad de fuentes, Apoyo y colaboración","El estudiante demuestra una coherencia alta entre sus respuestas cuantitativas y cualitativas. Los puntajes moderadamente altos en las dimensiones 'Critico' y 'Participativo' se reflejan en su deseo de investigar de forma independiente (BC1) y su valoración del apoyo de compañeros comprometidos (BT3, BP4). La mención de la dificultad con fuentes especializadas (BC3) se alinea con un puntaje de 'Critico' que no es perfecto.  Su evaluación de 'Riesgo BAJO' también concuerda con un sentimiento académico mayoritariamente positivo y un deseo de avanzar a pesar de los obstáculos.",0,1,0,2.0,2.5,2.125,False
STU_0677,UNMSM,,,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,4,3,3,2,2,2,4,No,En dos o más,No,Medio,4,3,4,4,4,3,4,3,3,3,3,3,,porque aprendí que una mala fuente puede bajarme la nota,Ahora reviso mejor las fuentes antes de ponerlas en mis trabajos,Antes me confiaba mucho de resúmenes rápidos,Me siento más seguro cuando la explicación viene con referencias,seguimiento para estudiantes con bajo rendimiento,Al inicio me costó adaptarme a los cursos híbridos,"Mi participación fue irregular, pero estoy intentando mejorar",Tuve retrasos por mala organización y problemas con archivos,Hoy uso mejor las plataformas que antes,Participar más me ayudó a recuperar interés,A veces me sentí desconectado del curso, cuando el docente daba seguimiento me motivaba más,False,3.2,2.8,2.9,2.966666666666667,1,4,3,4,4,4,3,4,3,3,3,3,3,3.125,3.25,2.0,0.6,0.7,"Fuentes de información, Adaptación a modalidades de estudio, Participación y motivación","El estudiante muestra un sentimiento académico mayormente positivo, con puntajes moderados en 'Critico', 'Tecnico' y 'Participativo'. Las respuestas cualitativas refuerzan esta tendencia, destacando un aprendizaje sobre la importancia de las fuentes ('BC1', 'BC2', 'BC4') y una mejora en el uso de plataformas ('BP1'). A pesar de reconocer dificultades iniciales ('BT2', 'BT4') y una participación irregular ('BT3'), la autoevaluación general es constructiva, buscando mejorar y valorando el seguimiento docente ('BP2', 'BP4'). La coherencia es buena, ya que las observaciones cualitativas alinean con los puntajes cuantitativos, aunque se percibe un margen de mejora en las habilidades técnicas y la participación constante.",0,2,0,2.0,3.75,3.25,False
STU_0678,UNMSM,,,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,4,4,5,5,1,5,4,4,4,5,No,Nunca,No,Alto,1,1,1,1,1,1,1,1,1,1,1,1,,porque me permite sustentar mejor mis análisis de casos y no solo opinar,Reviso si el autor o la institución tiene relación con administración antes de usar la información,"A veces encuentro artículos buenos, pero no todos están actualizados al contexto peruano",Me siento segura cuando hay datos de empresas reales o reportes institucionales,Me ayudaría tener acceso a bases de datos de negocios y administración,La plataforma me sirve bastante porque reviso materiales después de trabajar,Participo cuando el grupo tiene objetivos claros y fechas definidas,"Tuve problemas pequeños al descargar archivos pesados, pero los resolví usando otra red",Me han facilitado mantener buenas notas porque organizo mis entregas con anticipación,Participar me hace sentir más segura con mi carrera y con lo que quiero lograr,"Me sentí acompañada, aunque mi familia esté en provincia, porque mis compañeras apoyan",la interacción con docentes me ayuda a confirmar si voy por buen camino,False,4.9,4.2,4.1,4.4,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.9,0.95,"Análisis Crítico de Fuentes, Acceso a Recursos de Negocios, Colaboración y Apoyo Social","El estudiante demuestra una coherencia muy alta entre sus puntuaciones cuantitativas y sus respuestas cualitativas. Sus altos scores en 'Crítico' se reflejan en su enfoque en la validación de fuentes (BC2, BC4) y en la búsqueda de información actualizada y relevante para su contexto (BC3). La puntuación 'Técnico' se alinea con su interés en acceder a bases de datos (BT1) y la utilidad de las plataformas para su aprendizaje fuera del horario laboral (BT2). Su participación activa se sustenta en la necesidad de objetivos claros (BT3) y la búsqueda de confirmación y guía (BP4), lo que demuestra un sentimiento académico muy positivo y un deseo de optimizar su aprendizaje y desarrollo profesional. El bajo riesgo percibido se corrobora con su resiliencia ante pequeños problemas técnicos (BT4).",0,0,0,1.0,1.0,1.0,False
